ObjectId,Country,ISO2,ISO3,Indicator,Code,Unit,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
1,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on biodiversity & landscape protection,GENB_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,,124378535,1258268621.1,,,
2,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on biodiversity & landscape protection,GENB_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,0.00943349104001447,0.0913420202639355,,,
3,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on environment protection,GEN_G14,Domestic Currency,,,,,,,,,,,,1857300000,607962564.63,724851965.34,1359704124.95522,810955336.218172,3059044769.7344,2846995333.60184,3344665481,2204963658.23292,1122600736.51408,1702933101.88,2377937283.3,,,
4,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on environment protection,GEN_G14,Percent of GDP,,,,,,,,,,,,0.537075928540901,0.142215102166941,0.140065490253051,0.223920222361293,0.113936737799151,0.365817096191878,0.275446885255142,0.29947925997365,0.186381298755426,0.0915235918662746,0.129158975528447,0.17262259574404,,,
5,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on environmental protection n.e.c.,GENO_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,,96690784.58,88469171,,,
6,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on environmental protection n.e.c.,GENO_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,0.00733351337501603,0.00642227953133812,,,
7,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on environmental protection R&D,GENR_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,,0,42544400,,,
8,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on environmental protection R&D,GENR_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,0,0.00308844342277223,,,
9,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on pollution abatement,GENP_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,,5760852,252362816,,,
10,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on pollution abatement,GENP_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,0.000436931868709094,0.0183198794489399,,,
11,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on waste management,GENM_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,,1452466000.5,736292275.2,,,
12,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on waste management,GENM_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,0.110162296103925,0.0534499730770546,,,
13,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on waste water management,GENW_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,,23636929.8,0,,,
14,"Afghanistan, Islamic Rep. of",AF,AFG,Expenditure on waste water management,GENW_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,0.0017927431407819,0,,,
15,Albania,AL,ALB,Expenditure on biodiversity & landscape protection,GENB_G14,Domestic Currency,,,,,,,,,,,0,0,,,,,8640000,7100000,16830000,20010000,24870000,24480000,24920000,14880000,13400000,
16,Albania,AL,ALB,Expenditure on biodiversity & landscape protection,GENB_G14,Percent of GDP,,,,,,,,,,,0,0,,,,,0.000664296481274816,0.000532708692912204,0.00124661806154725,0.00143409543249419,0.00173393900220145,0.00166250234434036,0.00160707268209035,0.000909694130407661,0.000798422686372667,
17,Albania,AL,ALB,Expenditure on environment protection,GEN_G14,Domestic Currency,,,,,,,,,,,0,0,87782120,202970000,,138000000,705620000,471670000,624470000,916690000,1383280000,2728820000,2856850000,1415570000,3124950000,
18,Albania,AL,ALB,Expenditure on environment protection,GEN_G14,Percent of GDP,,,,,,,,,,,0,0,0.00909162052343329,0.0187817637221378,,0.0111322230338612,0.0542524170274462,0.0353891139698449,0.0462552335647304,0.0656981980016542,0.0964424263355537,0.185321472519724,0.184236179447425,0.0865413790444336,0.186196341326885,
19,Albania,AL,ALB,Expenditure on environmental protection n.e.c.,GENO_G14,Domestic Currency,,,,,,,,,,,0,0,,,,,28720000,45530000,42050000,164020000,171500000,96090000,245550000,168350000,136760000,
20,Albania,AL,ALB,Expenditure on environmental protection n.e.c.,GENO_G14,Percent of GDP,,,,,,,,,,,0,0,,,,,0.00220817071090425,0.00341608828004122,0.0031146933742164,0.0117551390723487,0.0119569979444129,0.00652572917760068,0.0158353409746102,0.0102921375574012,0.00814867810360641,
21,Albania,AL,ALB,Expenditure on environmental protection R&D,GENR_G14,Domestic Currency,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,
22,Albania,AL,ALB,Expenditure on environmental protection R&D,GENR_G14,Percent of GDP,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,
23,Albania,AL,ALB,Expenditure on pollution abatement,GENP_G14,Domestic Currency,,,,,,,,,,,0,0,,,,,668260000,419040000,565590000,732660000,1186910000,2608250000,2586380000,835490000,1128480000,
24,Albania,AL,ALB,Expenditure on pollution abatement,GENP_G14,Percent of GDP,,,,,,,,,,,0,0,,,,,0.0513799498352672,0.0314403169968915,0.0418939221289668,0.0525089634968113,0.0827514893889394,0.177133240997783,0.166793765790724,0.0510779804445092,0.0672391069490916,
25,Albania,AL,ALB,Expenditure on waste management,GENM_G14,Domestic Currency,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,392370000,1704720000,
26,Albania,AL,ALB,Expenditure on waste management,GENM_G14,Percent of GDP,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0.0239876805072617,0.101573665814419,
27,Albania,AL,ALB,Expenditure on waste water management,GENW_G14,Domestic Currency,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,4480000,141590000,
28,Albania,AL,ALB,Expenditure on waste water management,GENW_G14,Percent of GDP,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0.000273886404853919,0.00843646777339596,
29,Algeria,DZ,DZA,Expenditure on environment protection,GEN_G14,Domestic Currency,,,,,,,,,,,,9010000000,4210000000,16730000000,11930797901.35,,,,,,,,,,,
30,Algeria,DZ,DZA,Expenditure on environment protection,GEN_G14,Percent of GDP,,,,,,,,,,,,0.105979604222642,0.0450128423938651,0.151489036228109,0.119690686841176,,,,,,,,,,,
31,Angola,AO,AGO,Expenditure on biodiversity & landscape protection,GENB_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,4038821664.83,1454877618.69,1032447372.29,23316770133.2,1097848154.23,1405176928.74,
32,Angola,AO,AGO,Expenditure on biodiversity & landscape protection,GENB_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,0.0281964634309092,0.0104290128026149,0.00623851651607437,0.115074768282681,0.00409981501252135,0.00429854988849012,
33,Angola,AO,AGO,Expenditure on environment protection,GEN_G14,Domestic Currency,,,,,400550.8866,4055577.5,449212243.2,633712123,1259392249,3788665015,9888633779,9991386728,12864961900,19278072231,21475385627,27518472526,32555272126,55081587914,49102330373,37070757063.73,21341707139.39,1906470490.46,26418879173.85,4569486210.26,2937514547.48,
34,Angola,AO,AGO,Expenditure on environment protection,GEN_G14,Percent of GDP,,,,,0.00190720521700488,0.00361725618156094,0.186327295654128,0.0952398730558978,0.0947666723723542,0.192555398767629,0.306876274814173,0.237338517664419,0.256973652382431,0.290185876679205,0.385047043413536,0.357306129711757,0.310022402007158,0.450566985325976,0.372128208780894,0.258804258431544,0.152983958325488,0.0115197616472817,0.130384542192238,0.0170643345276404,0.00898609461360197,
35,Angola,AO,AGO,Expenditure on environmental protection n.e.c.,GENO_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,2576199627.36,6971101203.13,104514172,705293050.1,999859837.42,196241705.01,
36,Angola,AO,AGO,Expenditure on environmental protection n.e.c.,GENO_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,0.0179853741045622,0.0499710097686629,0.000631522153753611,0.00348081804846888,0.00373388647243914,0.000600319249437329,
37,Angola,AO,AGO,Expenditure on environmental protection R&D,GENR_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,1116881476.63,655412156.45,82018677.49,875944926.42,513236921.08,473335918.88,
38,Angola,AO,AGO,Expenditure on environmental protection R&D,GENR_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,0.00779735039719394,0.00469819707362131,0.000495594146375743,0.00432303268678909,0.00191663703756903,0.00144797286356277,
39,Angola,AO,AGO,Expenditure on pollution abatement,GENP_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,104548586.39,79333450,0,0,0,0,
40,Angola,AO,AGO,Expenditure on pollution abatement,GENP_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,0.000729891200339238,0.00056868670951897,0,0,0,0,
41,Angola,AO,AGO,Expenditure on waste management,GENM_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,29221054958.52,12177198513.12,687490268.68,1461867164.7,1770553870.22,638863768.13,
42,Angola,AO,AGO,Expenditure on waste management,GENM_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,0.204002671057569,0.0872899256692543,0.00415412883107798,0.00721472246271293,0.00661197389605938,0.0019543359438146,
43,Angola,AO,AGO,Expenditure on waste water management,GENW_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,13250750,3784198,0,59003899.43,187987427.31,223896226.72,
44,Angola,AO,AGO,Expenditure on waste water management,GENW_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,9.25082409705374e-05,2.71263018157948e-05,0,0.000291200711586292,0.000702022109051466,0.000684916668297145,
45,Argentina,AR,ARG,Expenditure on environment protection,GEN_G14,Domestic Currency,,,,,,,,63200000,61407573.96,242495196.05,,,,,,,,,,2599300000,2128492165,5498300000,11362100000,18301700000,29904546688.99,
46,Argentina,AR,ARG,Expenditure on environment protection,GEN_G14,Percent of GDP,,,,,,,,0.0180837259342662,0.0146106878179857,0.0499871336856105,,,,,,,,,,0.0567645979732737,0.0357458773818014,0.0668229628580792,0.106584019532471,0.125847828289836,0.139433012919051,
47,"Armenia, Rep. of",AM,ARM,Expenditure on biodiversity & landscape protection,GENB_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,3633733632,,,,3327657858,4444403968,3528352485.9,1260289566.5
48,"Armenia, Rep. of",AM,ARM,Expenditure on biodiversity & landscape protection,GENB_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,0.0797634375793934,,,,0.0598016329357428,0.0738636856902549,0.0537119187491098,0.020380694183543
49,"Armenia, Rep. of",AM,ARM,Expenditure on environment protection,GEN_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,15920956795,,,,18179002378.9,22901450430.8,22181577175.4,21188169802.9
50,"Armenia, Rep. of",AM,ARM,Expenditure on environment protection,GEN_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,0.349478077407464,,,,0.326696455522734,0.380610211999425,0.337668947684033,0.342643167523109
51,"Armenia, Rep. of",AM,ARM,Expenditure on environmental protection n.e.c.,GENO_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,3913461951,,,,4641845995,2832006723.1,5013743262.3,6805679029.9
52,"Armenia, Rep. of",AM,ARM,Expenditure on environmental protection n.e.c.,GENO_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,0.0859037039201225,,,,0.0834190238848881,0.0470664808990979,0.0763239420692014,0.110057614302835
53,"Armenia, Rep. of",AM,ARM,Expenditure on environmental protection R&D,GENR_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,7470857,,,,2122500,4543990,7390275,3094532.5
54,"Armenia, Rep. of",AM,ARM,Expenditure on environmental protection R&D,GENR_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,0.000163991446906385,,,,3.81436347492772e-05,7.55187538208186e-05,0.000112501755966801,5.00430394728137e-05
55,"Armenia, Rep. of",AM,ARM,Expenditure on pollution abatement,GENP_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,58886136,,,,84138962,538781571,272477729.8,510530804
56,"Armenia, Rep. of",AM,ARM,Expenditure on pollution abatement,GENP_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,0.00129259904792264,,,,0.00151206870893348,0.00895426988693701,0.00414791371963121,0.00825601708066059
57,"Armenia, Rep. of",AM,ARM,Expenditure on waste management,GENM_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,8150768495,,,,10051647148.9,14958894945.7,13200897333.7,12305019804.6
58,"Armenia, Rep. of",AM,ARM,Expenditure on waste management,GENM_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,0.178916062627625,,,,0.180639037680214,0.24860906490459,0.200956544970074,0.198989860922563
59,"Armenia, Rep. of",AM,ARM,Expenditure on waste water management,GENW_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,156635724,,,,71589915,122819233,158716088.7,303556065.4
60,"Armenia, Rep. of",AM,ARM,Expenditure on waste water management,GENW_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,0.00343828278549425,,,,0.00128654867820579,0.00204119186472434,0.00241612642004967,0.00490893799403439
61,Australia,AU,AUS,Expenditure on biodiversity & landscape protection,GENB_G14,Domestic Currency,,,,,,,849000000,976000000,1206000000,1051000000,1366000000,1353000000,1325000000,1413000000,1673000000,1766000000,1777000000,2292000000,2318000000,2442000000,2476000000,2660000000,2837000000,3059000000,3237000000,2723000000
62,Australia,AU,AUS,Expenditure on biodiversity & landscape protection,GENB_G14,Percent of GDP,,,,,,,0.11665517061334,0.125069518661756,0.14569757243199,0.11787770776647,0.142142860859205,0.130461445894659,0.117217426383033,0.114493703656587,0.132527133207592,0.129714547200009,0.12117732258808,0.151279240224437,0.147838043996806,0.151255663570736,0.150909724778694,0.156265879932582,0.157041921391579,0.161018559507649,0.16177000473266,0.138305280336118
63,Australia,AU,AUS,Expenditure on environment protection,GEN_G14,Domestic Currency,,,,,2865000000,2892000000,3119000000,3542000000,3926000000,4075000000,4802000000,5354000000,6534000000,7049000000,8261000000,9927000000,11796000000,14145000000,14955000000,15304000000,12248000000,13086000000,14106000000,15536000000,16218000000,17603000000
64,Australia,AU,AUS,Expenditure on environment protection,GEN_G14,Percent of GDP,,,,,0.449781467433624,0.421939697055468,0.428560043749124,0.453889585143381,0.474302379243774,0.457042492053629,0.499685225363031,0.516253201271252,0.57803672753716,0.571172057378118,0.654397278797322,0.72914853343969,0.804393751969046,0.933614682798719,0.953804119056184,0.947918376448217,0.746503355851957,0.768757633382622,0.7808365679061,0.817778470255256,0.810499208141574,0.894082941519164
65,Australia,AU,AUS,Expenditure on environmental protection n.e.c.,GENO_G14,Domestic Currency,,,,,,,2091000000,2510000000,2598000000,2778000000,3197000000,3107000000,4241000000,4461000000,5195000000,5924000000,5634000000,7540000000,6245000000,4495000000,4677000000,4768000000,4435000000,5034000000,5153000000,5936000000
66,Australia,AU,AUS,Expenditure on environmental protection n.e.c.,GENO_G14,Percent of GDP,,,,,,,0.287309731157236,0.32164394655841,0.31386591474155,0.311573998263799,0.332672566740027,0.299588848776574,0.375184230407881,0.361469506024087,0.41152328572232,0.435123996383271,0.384194167395185,0.497663818190339,0.398295334236434,0.278416956490769,0.285058474470902,0.280103652450584,0.245499091072136,0.264977910611802,0.257522655047079,0.301498400321409
67,Australia,AU,AUS,Expenditure on environmental protection R&D,GENR_G14,Domestic Currency,,,,,,,0,0,0,0,0,0,0,0,0,10000000,10000000,35000000,32000000,9000000,6000000,7000000,9000000,10000000,9000000,8000000
68,Australia,AU,AUS,Expenditure on environmental protection R&D,GENR_G14,Percent of GDP,,,,,,,0,0,0,0,0,0,0,0,0,0.000734510459796203,0.000681920779899158,0.00231011056189149,0.00204090483515867,0.000557453305543254,0.000365694001886981,0.000411225999822585,0.000498194322356083,0.000526376461286854,0.000449777584984225,0.000406332075904863
69,Australia,AU,AUS,Expenditure on pollution abatement,GENP_G14,Domestic Currency,,,,,,,-2000000,42000000,111000000,238000000,225000000,336000000,344000000,458000000,678000000,919000000,3117000000,2996000000,4930000000,5650000000,2246000000,2655000000,3492000000,3978000000,4142000000,4861000000
70,Australia,AU,AUS,Expenditure on pollution abatement,GENP_G14,Percent of GDP,,,,,,,-0.000274806055626242,0.00538208994241164,0.0134099755720986,0.0266935246892672,0.0234129895265894,0.0323984078496714,0.0304322978685006,0.0371111934003658,0.0537079475880141,0.067501511255271,0.212554707094567,0.197745464097912,0.314426901166632,0.34995679736882,0.13689145470636,0.155972147075566,0.19329939707416,0.20939255629991,0.206997639667185,0.246897527621693
71,Australia,AU,AUS,Expenditure on waste management,GENM_G14,Domestic Currency,,,,,,,173000000,11000000,11000000,8000000,11000000,265000000,326000000,339000000,347000000,949000000,1079000000,1099000000,1188000000,2092000000,2195000000,2347000000,2602000000,2650000000,2914000000,3292000000
72,Australia,AU,AUS,Expenditure on waste management,GENM_G14,Percent of GDP,,,,,,,0.0237707238116699,0.00140959498491733,0.00132891649813589,0.000897261334093015,0.00114463504352215,0.0255523157147706,0.0288399101893349,0.0274687654207947,0.0274876958894408,0.0697050426346596,0.0735792521511191,0.0725374716433929,0.0757685920052655,0.129576923910721,0.133783055690321,0.137878203083373,0.144033514085614,0.139489762241016,0.145627986960448,0.167205649234851
73,Australia,AU,AUS,Expenditure on waste water management,GENW_G14,Domestic Currency,,,,,,,9000000,3000000,1000000,1000000,2000000,294000000,298000000,378000000,367000000,358000000,180000000,183000000,242000000,616000000,648000000,651000000,731000000,804000000,763000000,782000000
74,Australia,AU,AUS,Expenditure on waste water management,GENW_G14,Percent of GDP,,,,,,,0.00123662725031809,0.000384434995886546,0.000120810590739627,0.000112157666761627,0.000208115462458572,0.0283486068684625,0.0263628626884104,0.0306288888762844,0.0290720011280253,0.0262954744607041,0.0122745740381848,0.0120785780807469,0.0154343428158874,0.0381545818016271,0.039494952203794,0.0382440179835004,0.0404644499602552,0.042320667487463,0.0381311441492182,0.0397189604197004
75,Austria,AT,AUT,Expenditure on biodiversity & landscape protection,GENB_G14,Domestic Currency,11940000,16850000,16870000,25250000,30650000,38890000,39420000,35830000,44090000,51560000,58110000,58730000,61890000,65780000,62100000,64920000,62450000,59440000,60170000,63830000,72420000,81810000,74660000,79480000,82660000,
76,Austria,AT,AUT,Expenditure on biodiversity & landscape protection,GENB_G14,Percent of GDP,0.00676188532396732,0.0092308130565879,0.00893899388365107,0.0128599120127367,0.0150355211120301,0.0182063662826898,0.0178755162110798,0.0158025749861512,0.0190155803547361,0.0212751734900445,0.0228711904472339,0.0219285472122779,0.0217939417842227,0.0223922843636292,0.0215591987476918,0.0219400966418675,0.0201368077629732,0.0186535138054518,0.0185761304904475,0.0191597620383369,0.0210358637949605,0.0228967446656127,0.0201622594693216,0.020606053378182,0.0207358596162737,
77,Austria,AT,AUT,Expenditure on environment protection,GEN_G14,Domestic Currency,2098900000,2289320000,713270000,819760000,937790000,948090000,1072800000,1109530000,1254700000,1216650000,1310830000,1314080000,1314150000,1350140000,1577080000,1693530000,1504750000,1528350000,1457160000,1514370000,1397700000,1348420000,1323980000,1436150000,1519760000,
78,Austria,AT,AUT,Expenditure on environment protection,GEN_G14,Percent of GDP,1.18865335900126,1.25414153986396,0.377944052601767,0.417506592933109,0.460037890494313,0.443848645126134,0.486475235698793,0.489350572826804,0.541139684080004,0.502025597879415,0.515922260780376,0.490649843703561,0.462764721210798,0.459603508828068,0.547513384235261,0.572338445254187,0.485201945257548,0.479628159901787,0.449865286778469,0.454566329907509,0.40599042842055,0.377391864588747,0.357546588430115,0.372337488161501,0.381242801965015,
79,Austria,AT,AUT,Expenditure on environmental protection n.e.c.,GENO_G14,Domestic Currency,107620000,240170000,138200000,152300000,176750000,155180000,180490000,163870000,205950000,186030000,189860000,187900000,214920000,209690000,181690000,189500000,173740000,187920000,179620000,194010000,180600000,199800000,177330000,184090000,183730000,
80,Austria,AT,AUT,Expenditure on environmental protection n.e.c.,GENO_G14,Percent of GDP,0.0609475794443353,0.131570585863544,0.0732287465750195,0.0775669148332591,0.0867056560049369,0.0726475680058575,0.0818455586234855,0.072273736058627,0.0888241953744137,0.0767614531488165,0.0747259373311277,0.0701579094361828,0.0756819190218961,0.0713809380998693,0.0630771468674415,0.0640426419228879,0.0560219212288064,0.0589732219771281,0.0554536240434466,0.0582357109988681,0.0524589478233894,0.0559194424176679,0.047888741919298,0.0477273322394253,0.046090001056109,
81,Austria,AT,AUT,Expenditure on environmental protection R&D,GENR_G14,Domestic Currency,42620000,45200000,47990000,58370000,61950000,72310000,77550000,74210000,79270000,59640000,64850000,73790000,79340000,82410000,75970000,78980000,93300000,93290000,81780000,86330000,79260000,85910000,77160000,80580000,80060000,
82,Austria,AT,AUT,Expenditure on environmental protection R&D,GENR_G14,Percent of GDP,0.0241366459386505,0.0247615875464554,0.0254287087419333,0.0297280421458788,0.0303899031938096,0.0338519502674543,0.0351660649966829,0.032729809928057,0.0341883659496469,0.0246092192968629,0.0255239494149564,0.0275516345784775,0.0279387839903091,0.0280533316267358,0.0263744336370715,0.0266917565122411,0.0300842940638174,0.0292763509910934,0.0252477306217184,0.0259135556442053,0.0230226810879393,0.0240442407312405,0.0208373954011901,0.0208912403273013,0.0200836307873079,
83,Austria,AT,AUT,Expenditure on pollution abatement,GENP_G14,Domestic Currency,207710000,217380000,209510000,224450000,299250000,300490000,306920000,324320000,424160000,407560000,421910000,408860000,351350000,391160000,673340000,786380000,603120000,626240000,634370000,568190000,508770000,457250000,513990000,570340000,608730000,
84,Austria,AT,AUT,Expenditure on pollution abatement,GENP_G14,Percent of GDP,0.11763075382255,0.119085705770984,0.111014143957542,0.114313158465693,0.14679868491925,0.140674492267561,0.139176900951411,0.143039104647183,0.182936007331932,0.168171251117194,0.166057201197599,0.152659727791792,0.123724373014811,0.13315545685128,0.233762816179884,0.265761755964753,0.194474163298709,0.196527195247747,0.195847430600385,0.170552799507483,0.147782607331704,0.12797379902642,0.138805247048441,0.147866840509717,0.152704328867824,
85,Austria,AT,AUT,Expenditure on waste management,GENM_G14,Domestic Currency,506400000,478260000,63100000,58840000,119260000,118820000,125630000,132000000,131730000,123910000,150370000,149170000,151940000,162300000,160270000,160330000,161540000,158530000,158190000,165550000,173190000,173630000,173500000,182580000,190550000,
86,Austria,AT,AUT,Expenditure on waste management,GENM_G14,Percent of GDP,0.286785488111981,0.262001700441764,0.0334351223508229,0.0299674147655218,0.0585036296189464,0.0556256220547492,0.0569685718315058,0.0582176918272946,0.0568138444120977,0.0511289128617419,0.0591832887205397,0.0556969417274901,0.0535041446872645,0.0552488256645944,0.0556407855602666,0.0541844684933859,0.0520880692719085,0.0497500259686788,0.048837594852649,0.0496929125089563,0.0503065624226623,0.0485950589938922,0.0468544336716755,0.0473358483365434,0.0478008474459346,
87,Austria,AT,AUT,Expenditure on waste water management,GENW_G14,Domestic Currency,1222610000,1291450000,237600000,300550000,249940000,262390000,342790000,379300000,369490000,387940000,425730000,435620000,454720000,438790000,423710000,413420000,410600000,402930000,343020000,436460000,383460000,350030000,307320000,339080000,374030000,
88,Austria,AT,AUT,Expenditure on waste water management,GENW_G14,Percent of GDP,0.692391006359773,0.707485668957296,0.125898337092798,0.15307115071002,0.122609401198721,0.122837964744535,0.155442623084628,0.167287655379491,0.159357377756213,0.160075461670439,0.167560693668919,0.162651349167589,0.16012508011184,0.149369268104543,0.147099003242906,0.139717725719052,0.132396689631334,0.126447851911687,0.105899688895352,0.131011589209659,0.111383765959894,0.0979653775248062,0.0829931098327337,0.0879101733703316,0.0938281341915661,
89,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on biodiversity & landscape protection,GENB_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,4200000,23600000,14880000,16545000,14000000,
90,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on biodiversity & landscape protection,GENB_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.00772342773078338,0.039056552564162,0.0211550546079064,0.0206574938820357,0.0171398489244745,
91,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on environment protection,GEN_G14,Domestic Currency,,,,,,,,,,,,,,9800000,11000000,11400000,12100000,12600000,14200000,15000000,4400000,23800000,15180000,16845000,14100000,
92,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on environment protection,GEN_G14,Percent of GDP,,,,,,,,,,,,,,0.0244162522547662,0.0308975745403986,0.0268456375838926,0.0232325947544257,0.0230163470865141,0.0244061737307071,0.0254176544249595,0.00809121000367782,0.0393875402977566,0.0215815678056465,0.0210320631274035,0.0172622764167922,
93,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on environmental protection n.e.c.,GENO_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,200000,200000,300000,300000,100000,
94,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on environmental protection n.e.c.,GENO_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.000367782272894447,0.000330987733594593,0.000426513197740049,0.000374569245367827,0.000122427492317675,
95,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on environmental protection R&D,GENR_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
96,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on environmental protection R&D,GENR_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
97,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on pollution abatement,GENP_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
98,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on pollution abatement,GENP_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
99,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on waste management,GENM_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
100,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on waste management,GENM_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
101,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on waste water management,GENW_G14,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
102,"Azerbaijan, Rep. of",AZ,AZE,Expenditure on waste water management,GENW_G14,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
103,"Bahamas, The",BS,BHS,Expenditure on biodiversity & landscape protection,GENB_G14,Domestic Currency,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,6499999.25,26100000,15634000,13850000,25900000
104,"Bahamas, The",BS,BHS,Expenditure on biodiversity & landscape protection,GENB_G14,Percent of GDP,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0.0544913379720837,0.208955462864371,0.120057440812158,0.101997230977701,0.230227590305065
105,"Bahamas, The",BS,BHS,Expenditure on environment protection,GEN_G14,Domestic Currency,,,,,,0,0,0,0,0,0,,,,,99478668.77,106762794.58,106740899.76,98555744.67,103908138.46,110563350.66,82771594.54,114619282.09,89221026.36,102707552,156526150
106,"Bahamas, The",BS,BHS,Expenditure on environment protection,GEN_G14,Percent of GDP,,,,,,0,0,0,0,0,0,,,,,0.985350661869114,1.06015889581067,0.995671203375492,0.932551234529352,0.935132100327585,0.944114412849677,0.693897761998575,0.917636978632102,0.685150830971963,0.756381653754382,1.39137599746059
107,"Bahamas, The",BS,BHS,Expenditure on environmental protection n.e.c.,GENO_G14,Domestic Currency,,,,,,0,0,0,0,0,0,,,,,73945568.02,67735508.58,71323262.0199999,68855744.67,63339746.46,68301683.66,37911595.28,36730918.09,43587026.36,57838791,78601149
